"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"EUCDE19","2021-09-10T17:00:00","24.28","36.09",,,"1","5","2","5","3","4","1",,"320",,"55",,,,,"10074","2","7","8","297",,,"255",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T17:00:00","21.97","37.73",,,"1","5","2","5","3","4","1",,,,,,,,,"10067","2","4","8","298",,,"281",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F1FF11","17AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T18:00:00","24.04","36.24",,,"1","5","2","5","3","4","1",,"320",,"53",,,,,"10081","2","16","8","295",,,"260",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T18:00:00","21.69","37.90",,,"1","5","2","5","3","4","1",,"30",,"113",,,,,"10071","2","9","8","303",,,"281",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T19:00:00","23.81","36.39",,,"1","5","2","5","3","4","1",,"320",,"57",,,,,"10083","2","12","8","293",,,"262",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T19:00:00","21.40","38.07",,,"1","5","2","5","3","4","1",,"40",,"114",,,,,"10074","2","13","8","306",,,"280",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"1","F14111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T20:00:00","23.58","36.54",,,"1","5","2","5","3","4","1","5","315",,"81",,,,,"10080","2","7","8","296",,,"268",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T20:00:00","21.12","38.25",,,"1","5","2","5","3","4","1","5","305",,"59",,,,,"10068","2","1","8","304",,,"283",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T21:00:00","23.35","36.70",,,"1","5","2","5","3","4","1","5","315",,"67",,,,,"10081","4","0","8","291",,,"266",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T21:00:00","20.84","38.42",,,"1","5","2","5","3","4","1","5","315",,"96",,,,,"10060","7","12","8","304",,,"282",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T22:00:00","23.12","36.84",,,"1","5","2","5","3","4","1",,"290",,"119",,,,,"10078","7","5","8","294",,,"262",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F15111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T22:00:00","20.55","38.59",,,"1","5","2","5","3","4","1",,"320",,"103",,,,,"10051","7","22","8","304",,,"283",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-10T23:00:00","22.88","36.98",,,"1","5","2","5","3","4","1","5","295",,"128",,,,,"10071","7","10","8","296",,,"261",,,,,,,,,,,,,,,"217","26","798","172","5","0",,"1","F15111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE31","2021-09-10T23:00:00","20.27","38.76",,,"1","5","2","5","3","4","1",,"320",,"104",,,,,"10049","7","19","8","305",,,"285",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"A8ZV3","2021-09-11T00:00:00","24.90","35.90",,,"1","6","2","5","7","4","1",,"330","3","118","1","98","2","1","10077","7","7","8","290",,"260","249","1","290","2",,"A","A","A","A",,"4","3",,,,"217","45","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,,,,
"EUCDE19","2021-09-11T00:00:00","22.65","37.13",,,"1","5","2","5","3","4","1","5","305",,"117",,,,,"10067","7","13","8","299",,,"257",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,
"V7JD6","2021-09-11T00:00:00","27.40","34.10",,,"1","6","2","5","7","3","1",,"320","4","144","1","97",,,"10100",,,"8","280",,"250","239","3","320","1","1","1","4","A","A",,"30","8",,,,"217","74","798","172","5","1","2","1","311111","111AA1111113AA","5",,,,,,,,
"WLIU","2021-09-11T00:00:00","28.20","34.50",,,"1","5","2","5","4","4","1",,"20","4","139",,,,,"10100",,,"8","260",,"220","199",,,,,"A",,"A","A",,,,,,,"217","84","798","172","5","1","2","1","F11411","11AAA1111A8AAA","5",,,,,,,,
"EUCDE19","2021-09-11T01:00:00","22.42","37.27",,,"1","5","2","5","3","4","1",,"310",,"123",,,,,"10060","7","19","8","303",,,"250",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T02:00:00","22.19","37.40",,,"1","5","2","5","3","4","1",,"320",,"110",,,,,"10062","7","8","8","306",,,"247",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T03:00:00","21.96","37.56",,,"1","5","2","5","3","4","1","5","325",,"98",,,,,"10066","7","1","8","310",,,"249",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T04:00:00","21.73","37.71",,,"1","5","2","5","3","4","1","5","335",,"117",,,,,"10067","2","8","8","316",,,"250",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T05:00:00","21.50","37.85",,,"1","5","2","5","3","4","1",,"330",,"100",,,,,"10068","2","6","8","323",,,"259",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"TBWUK52","2021-09-11T05:00:00","26.35","34.60",,,"1","6","2","5","4","4","1","5","345",,"134","1","98",,,"10115","0","10","8","291",,"271","263","1","280",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","111111","111AA11111AAA1","5",,,,,,,,
"A8ZV3","2021-09-11T06:00:00","26.50","34.80",,,"1","6","2","5","7","4","1",,"320","3","139","1","97","2","0","10098","1","12","8","275",,,,"1","280","1","0","0","9","0","5",,"4","5","31","8","5","217","64","798","172","5","1","2","2","11111F","1111111AA11111","5",,"0",,,,,,
"DCPI2","2021-09-11T06:00:00","23.00","37.80",,,"1","6","2","5","7","3","1",,"330",,"82","1","97","2","1","10065","3","8","8","321",,,"266","1","290","2","1","6","5","1","0","33","5","2","36",,,"217","37","798","172","5","0",,"2","111111","1111111A111171","5",,"1","36",,,,,
"EUCDE19","2021-09-11T06:00:00","21.45","37.88",,,"1","5","2","5","4","1","1",,"320",,"108",,,,,"10067","2","1","8","315",,,"260",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"9HA4902","2021-09-11T07:00:00","22.30","38.70",,,"1","6","2","5","7","2","1",,"320","4","77","1","97",,,"10110",,,"8","320",,"290","281","7","280",,,"A",,"A","6",,,"4",,,,"217","28","798","172","5","1","2","2","111111","111AA1111183AA","5",,,,,,,,
"EUCDE19","2021-09-11T07:00:00","21.43","37.89",,,"1","5","2","5","4","1","1","5","315",,"109",,,,,"10073","2","6","8","313",,,"263",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T08:00:00","21.40","37.90",,,"1","5","2","5","4","1","1",,"310",,"118",,,,,"10072","2","4","8","313",,,"263",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T09:00:00","21.37","37.91",,,"1","5","2","5","4","1","1","5","315",,"112",,,,,"10064","7","3","8","314",,,"267",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"DCPI2","2021-09-11T10:00:00","23.70","37.20",,,"1","6","2","5","7","4","1",,"350",,"113","1","97","1","0","10061","8","4","8","322",,,"255","1","290","0","0","0","9","0","0","35","6","5",,,,"217","37","798","172","5","0",,"2","111111","1111111A1111A1","5",,"0",,,,,,
"EUCDE19","2021-09-11T10:00:00","21.34","37.92",,,"1","5","2","5","4","1","1",,"320",,"122",,,,,"10058","7","16","8","311",,,"267",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T11:00:00","21.31","37.93",,,"1","5","2","5","4","1","1",,"320",,"119",,,,,"10053","7","19","8","310",,,"270",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"A8ZV3","2021-09-11T12:00:00","27.80","33.70",,,"1","6","2","5","7","4","1",,"320","3","170","1","98","2","1","10084","7","16","8","272",,"223","197","1","259","0","0","0","9","0","0",,"4","5",,,,"217","73","798","172","5","1","2","2","111111","111111111111A1","5",,"1",,,,,,
"EUCDE19","2021-09-11T12:00:00","21.28","37.94",,,"1","5","2","5","4","1","1",,"330",,"123",,,,,"10048","7","16","8","312",,,"267",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T13:00:00","21.25","37.94",,,"1","5","2","5","4","1","1","5","335",,"125",,,,,"10042","7","15","8","310",,,"269",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T14:00:00","20.99","38.14",,,"1","5","2","5","3","4","1",,"340",,"119",,,,,"10041","7","12","8","313",,,"274",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T15:00:00","20.74","38.32",,,"1","5","2","5","3","4","1",,"340",,"115",,,,,"10036","7","12","8","311",,,"270",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T16:00:00","20.49","38.48",,,"1","5","2","5","3","4","1",,"360",,"103",,,,,"10040","7","2","8","313",,,"273",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE19","2021-09-11T17:00:00","20.25","38.64",,,"1","5","2","5","3","4","1","5","25",,"135",,,,,"10047","2","6","8","313",,,"279",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F12211","11AAA11A1AAAA1","5",,,,,,,,
"TBWUK52","2021-09-11T17:00:00","23.10","36.78",,,"1","6","2","5","3","4","1","5","335",,"93","1","98",,,"10085","5","10","8","281",,"271","267","1","300",,,,,,,,,,,,,"217","36","798","172","5","0",,"1","111111","111AA11111AAA1","5",,,,,,,,
"DCPI2","2021-09-11T18:00:00","25.40","35.70",,,"1","6","2","5","7","3","1",,"330",,"67","1","98","2",,"10073","3","10","8","284",,,"235","1","290",,,"A",,"A","A",,,,,,,"217","55","798","172","5","0",,"1","111111","1111A11A118AA1","5",,,,,,,,
"EUCDE19","2021-09-11T18:00:00","20.00","38.79",,,"1","5","2","5","3","4","1",,"360",,"110",,,,,"10048","2","12","8","317",,,"278",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"9HA4902","2021-09-11T19:00:00","23.40","35.10",,,"1","6","2","5","7","2","1",,"320","4","129","1","97",,,"10110",,,"8","320",,"280","267","7","280",,,"A",,"A","8",,,,,,,"217","35","798","172","5","1","2","1","111111","111AA111118AAA","5",,,,,,,,
"V7JD6","2021-09-12T00:00:00","29.80","32.50",,,"1","4","0","0","0","0","1","0","10","4","82",,"97",,,"10120",,,"0","260","0","220","202","3","290","3","2","2","5","A","A",,"30","0","0",,,"217","92","992","114","5","1","2","1","111111","111AA11111183A",,"1",,"0",,,,,"4"
"WLIU","2021-09-12T00:00:00","22.40","38.20",,,"1","5","2","5","3","4","1",,"340","4","82",,,,,"10049","7","5","8","270",,"260","256",,,,,"A",,"A","A",,,,,,,"217","28","798","172","5","1","2","1","F11115","11AAA1111A8AA1","5",,,,,,,,
"9V2004","2021-09-12T03:00:00","20.60","38.90",,,"1","6","2","5","7","3","1",,"340","4","129","1","98","3","1","10062",,,"8","300",,,"273","1","325","6","2","7","4","9","9",,"6","5","32","7","3","217","8","798","172","5","0",,"1","111211","1111111A11111A","5",,"1",,,,,,
"WLZ9WHS","2021-09-12T05:00:00","20.40","39.00",,,"1","6","2","5","8","2","1",,"20","3","144",,,"0",,"10065","0","12","8","310",,"280","269","7","330",,,"A",,"7","A",,"6","1",,,,"217","9","798","172","5","1","2","2","112411","14A1A1111184A1","5",,,,,,,,
"9HA4902","2021-09-12T07:00:00","23.10","38.20",,,"1","6","2","5","2","2","1",,,"4",,"1","97",,,"10110","4","0","8","320",,"290","281","7","290",,,"A",,"A","8",,,,,,,"217","38","798","172","5","1","2","2","117111","111AA111118AA1","5",,,,,,,,
"9VHK7","2021-09-12T07:00:00","25.10","35.70",,,"1","6","2","5","3","5","1",,"330","4","103","1","98","2","0","10068","4","0","8","350",,,,"1","280","2","2","6","A","0","0",,"6","3","36","6","1","217","55","798","172","5","1","2","2","151116","11111111911111","5",,"0",,,,,,
"EUMDE06","2021-09-12T07:00:00","20.21","38.98",,,"1","5","2","5","7","4","1","5","275",,"128",,,,,"10053","2","9","8","315",,,"259",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F15111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T08:00:00","20.49","38.81",,,"1","5","2","5","7","4","1","5","275",,"46",,,,,"10053","2","5","8","312",,,"262",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGH2","2021-09-12T08:00:00","24.80","35.70",,,"1","5","2","5","3","4","1",,"320","4","93","1","97",,,"10089","0","4","8","285",,"223","196",,,"0","0","0","9","0","0",,"5","4","35","11","2","217","45","798","172","5","1","2","2","F11111","111AA1111A1111","5",,,,,,,,
"EUMDE06","2021-09-12T09:00:00","20.77","38.64",,,"1","5","2","5","7","4","1",,"30",,"75",,,,,"10047","7","5","8","311",,,"259",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-12T09:00:00","21.40","39.10",,,"1","6","2","5","9","0","1",,"300","3","67",,,"5",,"10064","8","6","8","330",,"285","268","7","334",,,"0",,"0","0",,,,,,,"217","19","798","172","5","1","2","2","111111","11A1A111118AA1","5",,,,,,,,
"EUMDE06","2021-09-12T10:00:00","21.04","38.48",,,"1","5","2","5","7","4","1","5","295",,"6",,,,,"10045","7","8","8","309",,,"258",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T11:00:00","21.32","38.31",,,"1","5","2","5","7","4","1",,"280",,"94",,,,,"10042","7","11","8","304",,,"259",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T12:00:00","21.59","38.15",,,"1","5","2","5","7","4","1",,,,,,,,,"10042","7","5","8","305",,,"264",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F17111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T13:00:00","21.87","37.98",,,"1","5","2","5","7","4","1","5",,,,,,,,"10042","7","3","8","305",,,"256",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F17111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T13:00:00","29.93","32.56",,,"1","5","2","5","5","2","1","5","15",,"37",,,,,"10107","7","16","8","327",,,"142",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F51114","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T14:00:00","22.14","37.82",,,"1","5","2","5","7","4","1",,,,,,,,,"10042","4","0","8","302",,,"253",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F17111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T14:00:00","29.75","32.52",,,"1","5","2","5","4","4","1",,"20",,"90",,,,,"10105","7","12","8","313",,,"165",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F31112","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T15:00:00","22.42","37.65",,,"1","5","2","5","7","4","1",,"280",,"97",,,,,"10043","2","1","8","297",,,"255",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T15:00:00","29.44","32.60",,,"1","5","2","5","3","4","1",,"360",,"88",,,,,"10101","7","12","8","292",,,"199",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-12T15:00:00","21.40","39.10",,,"1","6","2","5","9","0","1",,"310","3","46",,,"2",,"10046","7","5","8","315",,"280","267","7","330",,,"A",,"A","A",,,,,,,"217","19","798","172","5","1","2","2","111111","11A1A111118AA1","5",,,,,,,,
"EUMDE06","2021-09-12T16:00:00","22.70","37.51",,,"1","5","2","5","7","4","1",,"30",,"99",,,,,"10036","7","6","8","300",,,"245",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F14111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T16:00:00","29.15","32.75",,,"1","5","2","5","4","4","1",,"340",,"96",,,,,"10099","7","8","8","295",,,"187",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T17:00:00","22.98","37.34",,,"1","5","2","5","7","4","1","5","25",,"104",,,,,"10041","7","1","8","300",,,"244",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T17:00:00","28.84","32.87",,,"1","5","2","5","4","4","1",,"340",,"101",,,,,"10098","7","7","8","277",,,"215",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T18:00:00","23.26","37.17",,,"1","5","2","5","7","4","1",,"120",,"12",,,,,"10055","2","12","8","300",,,"238",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T18:00:00","28.55","33.04",,,"1","5","2","5","3","4","1",,"330",,"120",,,,,"10100","7","1","8","290",,,"191",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"9HA4902","2021-09-12T19:00:00","21.90","38.50",,,"1","6","2","5","4","2","1",,,,,"1","97",,,"10110",,,"8","320",,"290","281","7","280",,,"A",,"A","A",,,"4",,,,"217","18","798","172","5","1","2","1","21FF11","1A1AA1111187AA","5",,,,,,,,
"EUMDE06","2021-09-12T19:00:00","23.54","36.99",,,"1","5","2","5","7","4","1","5","265",,"79",,,,,"10060","2","24","8","302",,,"231",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T19:00:00","28.27","33.22",,,"1","5","2","5","3","4","1","5","325",,"122",,,,,"10098","7","2","8","282",,,"208",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLIU","2021-09-12T19:00:00","20.60","38.90",,,"1","5","2","5","3","3","1",,"360","4","98","1","97","5","0","10058","2","14","8","295",,"280","275",,,"7","7","6","3","A","A",,"3","1","2","8","2","217","8","798","172","5","1","2","1","F11111","111111111A1111","5",,"0",,,,,,
"EUMDE06","2021-09-12T20:00:00","23.83","36.82",,,"1","5","2","5","7","4","1","5","265",,"79",,,,,"10061","2","20","8","299",,,"238",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T20:00:00","28.04","33.47",,,"1","5","2","5","3","4","1",,"320",,"123",,,,,"10088","7","10","8","281",,,"207",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGH2","2021-09-12T20:00:00","21.40","38.00",,,"1","5","2","5","3","4","1",,"350","4","118","1","98",,,"10061","0","5","8","280",,"225","201",,,,,"A",,"A","A",,"5","5","2","11","1","217","18","798","172","5","1","2","1","F11211","111AA1111A8111","5",,,,,,,,
"EUMDE06","2021-09-12T21:00:00","24.12","36.64",,,"1","5","2","5","7","5","1",,"270",,"86",,,,,"10061","2","6","8","291",,,"237",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T21:00:00","27.82","33.73",,,"1","5","2","5","3","4","1",,"320",,"143",,,,,"10080","7","20","8","281",,,"209",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T22:00:00","24.42","36.48",,,"1","5","2","5","7","5","1",,"270",,"78",,,,,"10057","7","3","8","290",,,"227",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T22:00:00","27.60","33.97",,,"1","5","2","5","3","4","1","5","325",,"95",,,,,"10080","7","18","8","276",,,"217",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-12T23:00:00","24.71","36.28",,,"1","5","2","5","7","5","1",,"270",,"98",,,,,"10055","7","6","8","290",,,"227",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-12T23:00:00","27.35","34.19",,,"1","5","2","5","3","4","1",,"320",,"85",,,,,"10079","7","9","8","278",,,"211",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-13T00:00:00","24.99","36.10",,,"1","5","2","5","7","4","1",,"270",,"105",,,,,"10052","7","9","8","289",,,"232",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-13T00:00:00","27.10","34.38",,,"1","5","2","5","3","4","1",,"320",,"89",,,,,"10076","7","4","8","272",,,"232",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"V7TM6","2021-09-13T00:00:00","27.90","33.50",,,"1","6","2","5","3","4","1",,"290",,"129","1","98",,"0","10085","6","10","8","260","0","240","231","1","276","3","3","5","5","0","0","29","5","2","32","4","2","217","73","798","172","5","0",,"1","111111","111A1111111111","5",,"0",,,,,,
"EUMDE06","2021-09-13T01:00:00","25.26","35.90",,,"1","5","2","5","7","4","1","5","265",,"76",,,,,"10050","7","7","8","290",,,"232",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-13T01:00:00","26.82","34.58",,,"1","5","2","5","3","5","1","5","325",,"108",,,,,"10070","7","10","8","274",,,"220",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-13T02:00:00","25.53","35.72",,,"1","5","2","5","7","4","1",,"270",,"57",,,,,"10049","7","6","8","291",,,"228",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-13T02:00:00","26.55","34.80",,,"1","5","2","5","3","5","1",,"330",,"109",,,,,"10067","7","11","8","279",,,"225",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OWSC2","2021-09-13T02:00:00","26.60","34.70",,,"1","5","2","5","3","4","1",,"320","3","113","1","97","2","0",,,,,,,,,,,"3","1","1","A","0","A",,"11","3","36","5","1","217","64","798","172","5","0",,"1","FF11FF","11111AAAAA111A","5",,"0",,,,,,
"EUMDE06","2021-09-13T03:00:00","25.81","35.54",,,"1","5","2","5","7","4","1","5","275",,"58",,,,,"10047","7","5","8","293",,,"230",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-13T03:00:00","26.29","34.98",,,"1","5","2","5","3","3","1","5","325",,"118",,,,,"10066","7","10","8","284",,,"216",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE06","2021-09-13T04:00:00","26.07","35.36",,,"1","5","2","5","7","4","1","5","15",,"134",,,,,"10038","7","12","8","292",,,"222",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE37","2021-09-13T04:00:00","26.03","35.16",,,"1","5","2","5","3","5","1",,"330",,"129",,,,,"10063","7","6","8","290",,,"219",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-13T04:00:00","21.40","39.10",,,"1","6","2","5","9","0","1",,"360","3","26",,,"2",,"10062","1","12","8","300",,"270","258","7","324",,,"0",,"0","0",,,,,,,"217","19","798","172","5","1","2","2","111111","11A1A111118AA1","5",,,,,,,,
"EUMDE06","2021-09-13T05:00:00","26.32","35.17",,,"1","5","2","5","7","4","1",,"10",,"155",,,,,"10044","7","5","8","291",,,"220",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11211","11AAA11A1AAAA1","5",,,,,,,,
