"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"NWWH1","2015-09-06T09:48:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","190","4","21",,,,"10116",,,,"257",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T09:48:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","10",,,,"10115",,,"0","269",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100000","2015-09-06T09:50:00","23.50","-153.80",,,"1","4",,"0",,,,"11","0","50","1","60",,,,"10117","8","3",,"258",,,,"1","263",,,,,,,"5","2","9","14","6","234","33","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T09:54:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","30","4","36",,,,"10111",,,"0","262",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T09:54:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","10",,,,"10109",,,"0","273",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T09:54:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10116",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T09:54:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","240","4","21",,,,"10115",,,,"250",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T09:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","15",,,,"10116",,,"0","268",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"2100908","2015-09-06T10:00:00","25.42","-151.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,"234","51","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4600561","2015-09-06T10:00:00","27.58","-156.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"234","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100540","2015-09-06T10:00:00","22.62","-150.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"234","20","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-06T10:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","31",,,,"10111","8","6","0","260",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","15",,,,"10109","8","4","0","273",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10116","0","0",,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","250","4","26",,,,"10115","0","0",,"248",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","15",,,,"10116","0","0","0","269",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-06T10:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","287",,,,,,,"9","3","9","13","4","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-06T10:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"10","2","17","17","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-06T10:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"9","3","6","14","2","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-06T10:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","282",,,,,,,"9","2","5","13","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","20","4","26",,,,"10111",,,"0","261",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","15",,,,"10108",,,"0","273",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10115",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","260","4","26",,,,"10114",,,,"247",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","50","4","15",,,,"10115",,,"0","268",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100202","2015-09-06T10:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","288",,,,,,,"9","3","8","13","5","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","350","4","26",,,,"10110",,,"0","260",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","15",,,,"10108",,,"0","272",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:12:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10115",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:12:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","270","4","26",,,,"10113",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:12:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","30","4","10",,,,"10114",,,"0","270",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:18:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","340","4","26",,,,"10109",,,"0","264",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:18:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","15",,,,"10107",,,"0","271",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:18:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10114",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","230","4","26",,,,"10112",,,,"249",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","50","4","10",,,,"10113",,,"0","269",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","320","4","41",,,,"10109",,,"0","270",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","21",,,,"10106",,,"0","271",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10113",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:24:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","240","4","26",,,,"10112",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","10",,,,"10112",,,"0","269",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","300","4","41",,,,"10108",,,"0","265",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","15",,,,"10106",,,"0","271",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","240","4","21",,,,"10111",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10111",,,"0","269",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-06T10:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"10","3","9","13","4","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-06T10:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"9","2","18","15","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-06T10:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"10","3","7","13","3","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-06T10:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","282",,,,,,,"10","2","5","14","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","310","4","41",,,,"10108",,,"0","264",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","15",,,,"10106",,,"0","271",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111",,,,,,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","260","4","15",,,,"10111",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10111",,,"0","268",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-06T10:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","279",,,,,,,"10","4","8","14","6","234","16","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-06T10:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","288",,,,,,,"10","3","8","14","6","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:42:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","320","4","36",,,,"10107",,,"0","265",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:42:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","15",,,,"10106",,,"0","270",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:42:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","210","4","5",,,,"10110",,,,"260",,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:42:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","280","4","15",,,,"10110",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:42:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10110",,,"0","268",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:48:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","360","4","36",,,,"10107",,,"0","264",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:48:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","21",,,,"10106",,,"0","269",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:48:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","230","4","10",,,,"10110",,,,"261",,,,"1","296",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:48:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","260","4","15",,,,"10110",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:48:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","80","4","5",,,,"10110",,,"0","268",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100000","2015-09-06T10:50:00","23.50","-153.80",,,"1","4",,"0",,,,"11","0","50","1","60",,,,"10110","8","13",,"258",,,,"1","263",,,,,,,"5","2","10","14","6","234","33","793","103","6","1","2","1","11112F","11AAA11AA1A111",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T10:54:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","15",,,,"10107",,,"0","264",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T10:54:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","21",,,,"10105",,,"0","269",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T10:54:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","250","4","10",,,,"10109",,,,"260",,,,"1","295",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T10:54:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","240","4","15",,,,"10110",,,,"245",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T10:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","80","4","5",,,,"10109",,,"0","268",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"2100908","2015-09-06T11:00:00","25.42","-151.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,"234","51","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4600561","2015-09-06T11:00:00","27.62","-156.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"234","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100540","2015-09-06T11:00:00","22.62","-150.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"234","20","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-06T11:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","120","4","21",,,,"10107","6","15","0","250",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T11:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","26",,,,"10106","7","11","0","270",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","31111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T11:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","260","4","5",,,,"10108","8","13",,"261",,,,"1","295",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T11:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","250","4","15",,,,"10109","8","11",,"244",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T11:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","5",,,,"10109","8","11","0","268",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-06T11:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"9","3","9","13","4","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-06T11:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"10","2","17","17","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-06T11:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"9","2","6","15","3","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-06T11:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"10","2","4","14","2","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T11:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10107",,,"0","251",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T11:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","20","4","26",,,,"10105",,,"0","270",,,,"1","299",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T11:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","260","4","5",,,,"10108",,,,"261",,,,"1","295",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-06T11:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","270","4","21",,,,"10109",,,,"243",,,,"1","287",,,,,,,,,,,,"234","19","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-06T11:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","361","4","0",,,,"10108",,,"0","267",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-06T11:07:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","279",,,,,,,"9","3","8","12","6","234","16","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-06T11:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","287",,,,,,,"10","3","8","14","6","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-06T11:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","90","4","15",,,,"10106",,,"0","250",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-06T11:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","20","4","26",,,,"10105",,,"0","270",,,,"1","298",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","31112F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-06T11:12:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","230","4","10",,,,"10108",,,,"261",,,,"1","295",,,,,,,,,,,,"234","17","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
