"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100688","2015-09-06T19:17:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T19:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","50","1","10",,,,"10149",,,,"283",,,"215","1","304",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100928","2015-09-06T19:20:00","25.24","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","315",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T19:23:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T19:26:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T19:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","50","1","10",,,,"10145","8","18",,"285",,,"214","1","307",,,,,,,"10","1","7","10","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-06T19:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","20",,,,"10148","7","8",,"276",,,"231","1","309",,,,,,,"13","1","9","13","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A331",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-06T19:52:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T19:54:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T19:57:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,"242","70","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-06T20:00:00","27.85","-72.86",,,"1","3","2","5",,,,"11",,,,,,,,"10149","7","13","0",,,,,,"325",,,,,,,,,,,,"242","72","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-06T20:00:00","25.24","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","315",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"MGSG6","2015-09-06T20:00:00","27.50","-79.10",,,"1","4","0","0","6","3","1","1","0","50","4","31","98","1","0","10151","4","0","0","320","0","255","226","3","309","3","3","0","9","6","8","0","0","0",,,"242","79","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,,,,,,,,"4"
"MRSA8","2015-09-06T20:00:00","27.80","-74.10",,,"1","4","0","0","5","3",,"1","0","160","4","26","98","2","2","10158","1","3","0","320","0","260","234","3","300","3",,"1","6","4","5","5","1",,,,"242","74","992","114","5","1","2","2","131111","111111111111A1",,"1","2",,,,,,,,,,,"4"
"SPGF1","2015-09-06T20:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","40","4","41",,,,"10143","8","18",,"291",,,"234",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-06T20:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","20",,,,"10144",,,,"286",,,"211","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-06T20:35:00","27.35","-70.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T20:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","10",,,,"10143","6","16",,"287",,,"209","1","309",,,,,,,"9","1","6","9","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-06T20:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","20",,,,"10145","6","9",,"281",,,"232","1","304",,,,,,,"9","1","12","9","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-06T21:00:00","27.88","-72.90",,,"1","3","2","5",,,,"11",,,,,,,,"10150","7","8","0",,,,,,"325",,,,,,,,,,,,"242","72","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-06T21:00:00","25.24","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","314",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"H3GR","2015-09-06T21:00:00","26.00","-78.00",,,"1","4","0","0","6","2",,"1","0","40","4","26","98",,,"10140","7","10","0","290","0","270","263","1","290","3","3","8","4","A","A","6","1","4",,,"242","68","992","114","5","1","2","2","111111","111AA111111171",,"1",,,,,,,,,,,,"4"
"SPGF1","2015-09-06T21:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","90","4","31",,,,"10143","6","11",,"288",,,"234",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-06T21:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","20","1","20",,,,"10142",,,,"288",,,"208","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-06T21:32:00","27.33","-70.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-06T21:33:00","25.21","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T21:35:00","27.33","-70.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-06T21:41:00","27.33","-70.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T21:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","60","1","10",,,,"10144","6","7",,"288",,,"208","1","306",,,,,,,"9","1","7","9","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-06T21:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","180","1","20",,,,"10146","7","3",,"287",,,"235","1","304",,,,,,,"8","1","9","8","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-06T22:00:00","27.88","-72.90",,,"1","3","2","5",,,,"11",,,,,,,,"10150","7","3","0",,,,,,"321",,,,,,,,,,,,"242","72","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-06T22:00:00","25.21","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-06T22:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","90","4","41",,,,"10145","6","6",,"289",,,"235",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-06T22:14:00","27.33","-70.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"242","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T22:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","10",,,,"10144",,,,"286",,,"213","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-06T22:20:00","27.33","-70.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T22:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","20",,,,"10146","4","0",,"286",,,"220","1","304",,,,,,,"8","1","6","8","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-06T22:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","190","1","20",,,,"10146","5","0",,"288",,,"232","1","303",,,,,,,"14","1","4","14","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A331",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-06T23:00:00","27.88","-72.90",,,"1","3","2","5",,,,"11",,,,,,,,"10147","7","1","0",,,,,,"314",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-06T23:00:00","25.18","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6YR6","2015-09-06T23:00:00","26.20","-78.30",,,"1","4","0","0","6","4",,"1","0",,"4",,"98","2","2","10141","8","3","0","291",,,,"3","312","5","5","8","5","A","A","3","0","0",,,"242","68","992","114","5","1","2","2","11FF1F","1111111AA11331",,"1","2","0",,,,,,,,,,"4"
"MRSA8","2015-09-06T23:00:00","27.20","-74.90",,,"1","4","0","0","5","3",,"1","0","130","4","21","98","2","1","10145","4","0","0","285","0","250","235","3","300","5","3","8","3","8","0","0","0",,,,"242","74","992","114","5","1","2","2","111111","111111111111A1",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-06T23:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","60","4","36",,,,"10141","0","0",,"290",,,"234",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-06T23:18:00","27.32","-70.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-06T23:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","30","1","20",,,,"10145",,,,"287",,,"212","1","302",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-06T23:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","50","1","30",,,,"10145","4","0",,"286",,,"221","1","300",,,,,,,"9","1","6","9","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-06T23:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","150","1","20",,,,"10147","4","0",,"287",,,"233","1","300",,,,,,,"8","1","10","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-06T23:55:00","27.31","-70.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-06T23:57:00","25.18","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-07T00:00:00","27.91","-72.94",,,"1","3","2","5",,,,"11",,,,,,,,"10150","4","0","0",,,,,,"312",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-07T00:00:00","25.18","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"H3GR","2015-09-07T00:00:00","26.10","-78.60",,,"1","4","0","0","6","2",,"1","0","60","4","10","98","80",,"10140","4","10","0","280","1","270","267","3","290","4",,,"2",,,"0","0","38","0","0","242","68","992","114","5","1","2","1","111111","1111A111111137",,"1",,"38","0","0",,,,,,,,"4"
"SPGF1","2015-09-07T00:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","120","4","41",,,,"10146","3","3",,"289",,,"233",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-07T00:02:00","27.31","-70.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T00:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","40",,,,"10147",,,,"282",,,"215","1","299",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-07T00:36:00","27.31","-70.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-07T00:39:00","27.31","-70.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-07T00:42:00","27.31","-70.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T00:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","40","1","30",,,,"10152","3","8",,"283",,,"225","1","299",,,,,,,"9","1","7","9","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-07T00:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","20",,,,"10154","3","8",,"289",,,"234","1","298",,,,,,,"13","1","11","13","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A331",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-07T01:00:00","27.91","-72.94",,,"1","3","2","5",,,,"11",,,,,,,,"10158","2","8","0",,,,,,"312",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-07T01:00:00","25.17","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","308",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-07T01:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","110","4","41",,,,"10153","3","8",,"291",,,"230",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-07T01:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","60","1","30",,,,"10156",,,,"286",,,"224","1","298",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-07T01:31:00","27.31","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-07T01:31:00","25.17","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","308",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-07T01:36:00","27.31","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T01:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","100","1","40",,,,"10157","3","11",,"287",,,"225","1","298",,,,,,,"8","1","6","8","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-07T01:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","30",,,,"10157","3","11",,"287",,,"240","1","298",,,,,,,"12","1","9","12","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A331",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-07T02:00:00","27.91","-72.94",,,"1","3","2","5",,,,"11",,,,,,,,"10161","2","13","0",,,,,,"310",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-07T02:00:00","25.17","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-07T02:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","120","4","36",,,,"10159","3","18",,"291",,,"226",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-07T02:14:00","27.31","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-07T02:14:00","25.16","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","306",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-07T02:17:00","27.31","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T02:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","130","1","40",,,,"10158",,,,"283",,,"226","1","297",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-07T02:23:00","27.31","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T02:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","130","1","30",,,,"10157","1","12",,"286",,,"223","1","297",,,,,,,"8","1","6","8","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-07T03:00:00","27.93","-72.98",,,"1","3","2","5",,,,"11",,,,,,,,"10165","2","15","0",,,,,,"308",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"C6FN4","2015-09-07T03:00:00","27.40","-79.70",,,"1","4","0","0","3","3",,"1","0","100","4","72","98",,"1","10140","4","0","0","250","0","220","207",,,"5","5","9","5","9","A",,,,,,"242","79","992","114","5","1","2","1","611111","111A1111111AA1",,"1","0",,,,,,,,,,,"4"
"C6UZ7","2015-09-07T03:00:00","27.40","-79.40",,,"1","4","0","0","3","3",,"1","0","70","4","77","98","13","0","10129","2","16","0","280","0","250","237","1","298","3","3","2","4","A","A","4","1",,,,"242","79","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,,,,,,,,"4"
"MRSA8","2015-09-07T03:00:00","26.60","-75.60",,,"1","4","0","0","5","3",,"1","0","160","4","41","98","13","0","10154","4","0","0","290","0","255","240","3","300","3","2","2","5","8","1","2","1","0",,,"242","65","992","114","5","1","2","1","111111","11111111111131",,"1","0","0",,,,,,,,,,"4"
"SPGF1","2015-09-07T03:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","31",,,,"10159","1","13",,"286",,,"231",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-07T03:11:00","27.31","-70.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-07T03:12:00","27.31","-70.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-07T03:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","120","1","30",,,,"10157",,,,"286",,,"218","1","296",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-07T03:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","170","1","30",,,,"10155","1","3",,"285",,,"221","1","296",,,,,,,"8","1","6","8","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-07T03:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","200","1","30",,,,"10160","2","6",,"288",,,"236","1","300",,,,,,,"13","1","12","13","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A331",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-07T04:00:00","27.93","-72.98",,,"1","3","2","5",,,,"11",,,,,,,,"10163","2","5","0",,,,,,"305",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-07T04:00:00","25.16","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","306",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-07T04:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","26",,,,"10157","1","4",,"279",,,"232",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-07T04:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","160","1","30",,,,"10155",,,,"284",,,"224","1","296",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-07T04:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","160","1","30",,,,"10152","8","5",,"285",,,"217","1","296",,,,,,,"9","1","7","9","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-07T04:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","190","1","30",,,,"10160","2","3",,"287",,,"240","1","299",,,,,,,"11","1","7","11","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-07T05:00:00","27.93","-72.98",,,"1","3","2","5",,,,"11",,,,,,,,"10162","2","1","0",,,,,,"303",,,,,,,,,,,,"242","72","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-07T05:00:00","25.16","-74.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","305",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-07T05:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","26",,,,"10152","8","7",,"277",,,"235",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
