"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"GDE3FFJ","2022-09-05T12:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","325",,"52",,,,,"10051",,,"8","375",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T12:00:00","25.00","55.00",,,"1","5","2","5","9",,"1",,,,,,,,,"9998","6","14","8","354",,"276","250",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"VRJU8","2022-09-05T12:00:00","22.70","59.90",,,"1","6","2","5","7","4","1",,"160","3","93","1","96","5","0","10015","6","30","8","270",,"255","249","3","260",,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","111111","11111111118AA1",,"5",,"0",,,,,,,,,,,
"WDJ4009","2022-09-05T12:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"9999","6","20","8",,,,,,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T12:00:00","25.40","55.00",,,"1","4","0","0","0","0","1","0","280","4","62",,"98","2",,"10011","6","13","0","373","0","296","273",,"340","0","0","0","9","A","A",,"7","2","0",,,"219","55","992","114","5","1","2","2","131111","1111A111111131",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-05T12:09:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9981",,,"8",,,,,"9","287",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T12:10:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9981",,,"8",,,,,"9","287",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T12:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","312",,"41",,,,,"10050",,,"8","375",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T12:20:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"340",,"43",,,,,"10051",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T12:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","313",,"46",,,,,"10050",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T12:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","329",,"44",,,,,"10048",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T12:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","322",,"40",,,,,"10048",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T13:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10009","7","9","8","367",,,"224",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F3FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T13:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10013","7","10","8","358",,,"256",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","334",,"43",,,,,"10046",,,"8","376",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T13:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"9999","6","13","8",,,,,,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T13:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10011","6","7","8","372",,"303","284",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T13:08:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9979",,,"8",,,,,"9","289",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T13:09:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9979",,,"8",,,,,"9","289",,,,,,,,,,,,,"219","59","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T13:10:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9979",,,"8",,,,,"9","289",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:10:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"350",,"41",,,,,"10048",,,"8","377",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","345",,"40",,,,,"10048",,,"8","377",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:30:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"330",,"41",,,,,"10047",,,"8","377",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","322",,"37",,,,,"10048",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T13:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","331",,"29",,,,,"10046",,,"8","376",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T14:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10009","7","2","8","352",,,"244",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T14:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10013","7","4","8","342",,,"263",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","343",,"28",,,,,"10046",,,"8","377",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T14:00:00","25.00","55.00",,,"1","5","2","5","9",,"1",,,,,,,,,"9998","5","1","8","328",,"263","240",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T14:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9983",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T14:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9983",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","324",,"24",,,,,"10046",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","326",,"29",,,,,"10047",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","35",,"19",,,,,"10047",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","316",,"26",,,,,"10047",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T14:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","3",,"24",,,,,"10047",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T15:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10012","2","1","8","333",,,"262",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T15:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10014","7","1","8","335",,,"260",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","339",,"32",,,,,"10046",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-05T15:00:00","24.70","57.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10011","5","2","8","299",,"270","261",,,,,"A",,"A","A",,,,,,,"219","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-05T15:00:00","25.50","54.90",,,"1","4","0","0","0","0","1","0","250","3","31",,"97","1","1","10000","5",,"0","320","0","300","293","1","330","4","4","5","5","6","8",,,,"0",,,"219","54","992","114","5","1","2","1","111111","11111111111A37",,,"1","1","0",,,,,,,,"4",,
"WDJ4009","2022-09-05T15:00:00","26.10","50.70",,,"1","4","0","0","0","0","1",,,,,,,,,"9999","5","0","0","381","0","290","262",,,,,,"A",,,,,,,,,"219","60","992","114","5","0",,"1","F3FF11","1AAAA1111A8AA1",,,"1",,,,,,,,,,"4",,
"WUSD","2022-09-05T15:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10010","5","1","8","341",,"294","281",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T15:08:00","25.40","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9986",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T15:09:00","25.40","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9986",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T15:10:00","25.41","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9986",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","3",,"22",,,,,"10048",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","351",,"33",,,,,"10048",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","352",,"33",,,,,"10048",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","309",,"32",,,,,"10047",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T15:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","357",,"34",,,,,"10047",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T16:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10016","2","6","8","329",,,"273",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T16:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10016","2","2","8","331",,,"275",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","7",,"29",,,,,"10046",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-05T16:00:00","24.90","57.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10019","3","10","8","301",,"277","269",,,,,"A",,"A","A",,,,,,,"219","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-05T16:00:00","25.50","54.90",,,"1","6","2","5","9","0","1",,"260","3","36","1","97","2","1","10010",,,"8","320",,"290","280","1","330","5","5","5","5","6","8",,,,,,,"219","54","798","172","5","1","2","1","111111","11111111111AAA",,"5",,"1",,,,,,,,,,,
"2300593","2022-09-05T16:09:00","25.40","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"9992",,,"8",,,,,"9","290",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T16:10:00","25.41","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9992",,,"8",,,,,"9","290",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","317",,"17",,,,,"10047",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","57",,"12",,,,,"10049",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","13",,"13",,,,,"10048",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","25",,"14",,,,,"10049",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T16:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","42",,"15",,,,,"10050",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T17:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10019","2","11","8","331",,,"271",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T17:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10022","2","9","8","330",,,"282",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:00:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"20",,"11",,,,,"10050",,,"8","377",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-05T17:00:00","25.00","57.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10021","3","12","8","307",,"284","277",,,,,"A",,"A","A",,,,,,,"219","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T17:00:00","25.00","55.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10008","3","10","8","289",,"244","226",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-05T17:00:00","25.50","54.90",,,"1","4","0","0","0","0","1","0","250","3","26",,"97","2","1","10020","0",,"0","310","0","280","269","1","330","5","5","5","5","6","8",,,,"0",,,"219","54","992","114","5","1","2","1","111111","11111111111A37",,,"1","1","0",,,,,,,,"4",,
"V7DR9","2022-09-05T17:00:00","25.20","56.50",,,"1","6","2","5","9","0","1",,"180","3","15","1","97",,"2","10087",,,"8","300",,"280","274","3","330","5","5","7","5","7","9",,,,,,,"219","56","798","172","5","1","2","1","111111","111A1111111AAA",,"5",,"2",,,,,,,,,,,
"WDJ4009","2022-09-05T17:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10006","3","8","8","363",,"294","273",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T17:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10016","3","6","8","315",,"287","279",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T17:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9996",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T17:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"9996",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","23",,"9",,,,,"10051",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","58",,"6",,,,,"10052",,,"8","376",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","195",,"8",,,,,"10052",,,"8","375",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","19",,"6",,,,,"10053",,,"8","375",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T17:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","46",,"6",,,,,"10053",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T18:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10020","2","9","8","338",,,"259",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T18:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10024","2","9","8","333",,,"290",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:00:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"70",,"22",,,,,"10052",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KRAU","2022-09-05T18:00:00","25.20","57.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10025","1","14","8","308",,"286","280",,,,,"A",,"A","A",,,,,,,"219","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T18:00:00","25.00","55.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10010","1","10","8","282",,"244","229",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DR9","2022-09-05T18:00:00","25.20","56.50",,,"1","6","2","5","9","0","1",,"180","3","15","1","98",,"2","10087",,,"8","300",,"280","274","3","330","5","5","7","5","7","8",,,,,,,"219","56","798","172","5","1","2","1","111111","111A1111111AAA",,"5",,"2",,,,,,,,,,,
"VRJU8","2022-09-05T18:00:00","23.90","58.80",,,"1","6","2","5","7","4","1",,"180","3","51","1","97","28","2","10050","0","3","8","300",,"280","273","3","290","5","4","6","3","1","A",,,,,,,"219","38","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",,,,,,,,,,,
"WDJ4009","2022-09-05T18:00:00","26.10","50.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10008","0","9","8","350",,"286","266",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T18:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,"20","4","10",,,,,"10020","3","8","8","309",,"286","279",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F11111","11AAA1111A8AA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","72",,"31",,,,,"10050",,,"8","373",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","58",,"25",,,,,"10049",,,"8","372",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","85",,"19",,,,,"10049",,,"8","372",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","85",,"17",,,,,"10048",,,"8","371",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T18:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","84",,"9",,,,,"10048",,,"8","371",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"1","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T19:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10017","2","2","8","332",,,"256",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
